upi_id,account_age_days,transaction_count_last_24h,transaction_velocity_1h,average_transaction_interval,average_transaction_amount,device_change,transaction_amount,new_recipient,similar_transactions_last_10min,location_change,ip_address_change,vpn_usage,transaction_time,merchant_transaction,blacklist_flag,is_fraud
user1514@upi,139,4,0.304123849,5.807505833,7998.944061,1,22870.14103,1,3,0,1,0,22,1,0,0
user1515@upi,1444,5,0.621106325,17.82209091,3564.774026,0,20621.75573,1,0,0,0,1,11,1,0,0
user1516@upi,104,5,0.301800056,49.67612382,7625.217105,0,11792.07631,1,2,1,1,1,18,1,0,1
user1517@upi,636,17,0.899743078,58.007048,16098.47626,1,41627.2833,0,0,1,1,0,19,0,0,1
user1518@upi,764,13,0.628406958,31.62085842,16019.83428,1,31108.00445,0,3,1,1,1,14,0,0,1
user1519@upi,1965,9,0.438649018,42.7772005,18722.35713,0,1881.224553,0,3,1,0,0,4,1,1,1
user1520@upi,1325,13,0.038756936,19.53313212,8124.266506,0,40997.6518,1,4,1,1,1,0,1,0,1
user1521@upi,803,12,0.499548335,58.69608381,14203.55792,0,5310.827424,0,0,0,1,0,10,0,0,0
user1522@upi,1844,2,0.764776242,95.26119514,10194.02735,0,20190.78471,0,1,0,1,0,8,0,0,0
user1523@upi,1316,5,0.265557598,79.36324724,16100.05351,0,28567.13251,0,2,0,1,0,6,0,0,0
user1524@upi,78,7,0.80677357,12.93506968,14279.58598,0,392.4857706,1,1,0,1,1,1,1,0,1
user1525@upi,1693,11,0.251806766,58.50979241,7421.268213,0,32648.87619,0,1,1,0,1,16,1,0,0
user1526@upi,20,12,0.823746388,83.71756593,6799.809302,1,32988.54995,0,2,1,1,1,15,1,0,1
user1527@upi,1287,10,0.085268342,63.58743559,5123.605014,0,32629.79059,0,3,0,1,1,15,1,0,1
user1528@upi,1875,11,0.866183709,47.00107158,11572.66423,0,8181.762226,0,4,1,1,0,13,0,0,0
user1529@upi,881,0,0.499186451,74.62973055,19280.47275,1,12794.05902,1,3,0,1,0,1,0,1,1
user1530@upi,559,16,0.29653759,116.2366398,4081.328079,1,12376.31722,0,3,1,0,1,18,0,1,1
user1531@upi,1167,15,0.26511325,11.38894917,1995.523853,1,48003.74849,0,0,0,0,1,2,0,1,1
user1532@upi,721,10,0.432010559,46.80192729,2476.072777,0,3385.734079,1,1,0,0,1,7,1,1,1
user1533@upi,32,12,0.999049498,48.79270237,15683.66366,0,21443.78777,1,1,0,1,1,20,0,0,1
user1534@upi,824,17,0.220327393,69.23607726,7067.085605,1,43563.98275,1,1,1,1,0,18,0,1,1
user1535@upi,355,10,0.103216649,18.26095223,4564.899871,1,38475.60506,1,4,0,0,0,15,1,1,1
user1536@upi,311,11,0.585035169,21.19716358,7121.597956,1,41123.88181,1,4,0,0,0,21,1,0,1
user1537@upi,372,5,0.488542466,34.24336632,12942.08318,0,48614.95627,0,4,1,0,1,3,1,0,1
user1538@upi,405,8,0.524196271,114.7044052,10981.06378,1,19369.218,1,2,0,0,1,7,0,0,0
user1539@upi,227,15,0.666935418,88.09302975,14897.42919,0,15489.66717,1,4,1,0,1,0,0,0,0
user1540@upi,150,3,0.26714407,79.4031962,6847.575555,0,1542.667913,1,0,1,0,1,3,1,1,1
user1541@upi,1649,2,0.910664995,98.03492249,9095.368612,0,7509.467896,0,0,1,1,0,6,1,0,0
user1542@upi,967,15,0.435672066,15.30917627,2129.170542,0,28105.11258,0,3,0,1,0,0,1,0,0
user1543@upi,1243,11,0.129086195,103.1199384,1553.867056,1,7891.453147,0,3,1,0,1,23,1,0,1
user1544@upi,994,10,0.742298757,71.37992567,9298.879333,1,36817.88775,1,3,1,1,0,17,0,1,1
user1545@upi,1002,4,0.643104353,40.2394809,6101.772488,1,1871.25792,0,3,1,1,0,3,1,1,1
user1546@upi,1656,17,0.315743402,97.90263069,12294.73139,0,12981.80628,1,0,0,0,0,19,0,0,0
user1547@upi,1649,18,0.621518724,96.30774412,955.7430923,1,34775.70164,1,3,1,0,0,13,1,1,1
user1548@upi,837,5,0.219861956,101.4850298,2523.150914,0,12782.58618,0,0,0,1,1,7,1,0,1
user1549@upi,692,17,0.444839359,13.86214801,17317.29714,0,36440.73561,0,4,1,1,0,17,0,1,1
user1550@upi,1493,5,0.899412522,116.3233494,11369.60127,0,49793.23513,0,4,1,1,0,6,1,0,1
user1551@upi,1013,3,0.133534233,115.1551385,14269.88522,1,39856.22693,1,2,0,0,0,2,1,1,1
user1552@upi,365,11,0.38669645,42.89635746,16855.24516,0,17098.35458,0,3,0,1,0,20,1,1,1
user1553@upi,1017,18,0.821142425,7.907282185,9330.303425,0,45030.58911,0,4,0,0,1,13,0,1,1
user1554@upi,1357,1,0.969490899,20.04668034,15245.10164,1,2568.474986,0,4,1,0,0,11,0,0,1
user1555@upi,1166,16,0.453926136,119.1396991,10539.25302,1,36253.09115,0,1,1,1,0,14,1,1,1
user1556@upi,897,10,0.50699962,67.56155318,4532.700528,1,1175.883355,0,1,0,0,1,7,1,1,1
user1557@upi,1838,10,0.572171962,42.79461586,6819.357759,0,8736.029213,1,0,0,0,1,4,0,1,1
user1558@upi,1873,15,0.932348142,34.58432326,9857.973777,0,49379.41122,1,2,0,0,1,16,0,0,1
user1559@upi,136,1,0.858206791,30.83900824,6406.022488,1,18050.63678,0,1,0,1,1,9,0,1,1
user1560@upi,1139,1,0.170601125,79.69833181,6777.001058,0,41026.76391,1,2,0,1,1,10,1,0,1
user1561@upi,1018,7,0.436757818,50.32653978,6814.117342,0,18810.57477,1,4,1,1,1,22,1,0,1
user1562@upi,613,12,0.464000428,115.8492839,2544.515579,1,42003.02226,1,0,1,0,0,15,1,0,1
user1563@upi,1832,9,0.789096112,82.06116368,1784.387884,1,48272.32361,0,2,0,1,0,15,1,0,1
user1564@upi,1411,7,0.602892883,95.04535093,1025.27119,1,21782.45681,1,1,0,0,1,3,0,0,0
user1565@upi,1938,3,0.654220462,35.12898583,2308.029595,1,27971.8661,0,4,1,1,0,22,0,1,1
user1566@upi,1023,14,0.998199908,9.502369093,6939.771133,1,31435.6881,1,3,0,0,0,4,0,0,0
user1567@upi,60,0,0.074960043,58.53874049,11918.04894,1,46742.39176,0,4,0,1,0,9,1,1,1
user1568@upi,1062,10,0.223009824,37.74978559,3844.123851,1,12844.63693,1,1,0,1,0,13,0,1,1
user1569@upi,1495,6,0.407895937,24.2499798,17771.37604,1,30566.35615,1,1,0,0,0,8,1,0,0
user1570@upi,1329,16,0.347782403,114.3170557,16186.81038,0,16242.76421,0,3,1,0,1,17,0,0,0
user1571@upi,1330,19,0.021645561,53.27858572,10458.48954,0,10854.48968,0,4,0,1,0,19,1,0,0
user1572@upi,1759,17,0.091777606,20.96503105,14511.77563,0,4255.167748,1,2,1,1,0,5,1,1,1
user1573@upi,788,11,0.680953291,23.83807832,7389.937642,0,31039.33608,0,2,1,0,1,10,0,1,1
user1574@upi,1440,8,0.879324463,33.6851691,831.8780754,0,44105.45309,0,4,1,1,0,20,0,1,1
user1575@upi,1802,4,0.514227011,119.9179522,18096.22367,0,17576.13051,0,2,1,0,0,16,0,1,1
user1576@upi,823,9,0.53919108,32.16138006,2643.090416,0,27637.90012,0,4,0,0,0,8,0,1,1
user1577@upi,1646,3,0.255093433,39.45621655,18963.95319,0,32110.26843,1,4,1,0,0,2,0,1,1
user1578@upi,1438,4,0.767876364,79.11937536,11480.46351,0,20738.36239,0,1,0,0,0,15,0,1,1
user1579@upi,1379,9,0.751794587,35.27536517,6180.704914,0,45168.35904,1,0,0,0,0,19,1,1,1
user1580@upi,1655,10,0.588365689,25.89651013,9960.940004,0,18144.13051,1,1,1,0,1,3,0,1,1
user1581@upi,429,9,0.212664287,19.0364624,10082.4332,1,6259.290896,0,2,0,0,0,23,1,0,0
user1582@upi,1215,7,0.097018218,37.5219198,563.4128809,0,7209.577699,0,0,0,0,1,21,1,1,1
user1583@upi,992,1,0.064238576,12.70988276,7173.651052,1,44543.97215,0,4,1,0,1,14,1,0,1
user1584@upi,834,7,0.592696067,2.23759037,14823.32941,0,49400.52206,0,2,1,0,0,1,0,0,1
user1585@upi,1034,15,0.825035319,96.55700368,10250.37686,1,14454.00315,1,3,1,0,0,19,0,1,1
user1586@upi,1864,4,0.858330432,16.54739309,4960.179328,0,7188.700255,1,2,0,0,0,16,0,1,1
user1587@upi,1983,2,0.463622074,93.11722198,6768.686215,1,24115.79196,0,0,0,0,1,18,0,1,1
user1588@upi,576,11,0.784271299,95.70509748,17274.78242,0,35479.3079,1,0,1,0,1,19,0,1,1
user1589@upi,380,12,0.946880196,64.55034316,10558.43844,1,30624.02138,0,4,1,0,1,15,0,1,1
user1590@upi,945,12,0.275170112,37.161835,10614.20724,0,47555.89802,1,3,0,0,0,23,1,1,1
user1591@upi,1944,9,0.397960346,17.40392805,19233.20244,1,40890.71642,1,4,0,1,1,18,1,0,1
user1592@upi,670,3,0.931478993,88.41661281,6485.539841,0,43449.91853,1,3,1,1,0,20,1,0,1
user1593@upi,1464,8,0.338230967,72.16643832,9642.86839,1,27087.94127,0,3,0,0,0,16,1,1,1
user1594@upi,978,1,0.91387629,78.65441478,16253.10059,1,16370.48691,0,4,0,1,1,3,1,0,1
user1595@upi,1342,18,0.981044862,1.040290781,15202.35375,1,35089.78316,1,2,1,1,1,17,0,0,1
user1596@upi,1170,0,0.661810729,111.3020419,5389.408496,1,21958.26147,0,1,1,1,0,3,0,0,1
user1597@upi,211,6,0.81689029,7.954822494,3106.711847,1,14394.83449,0,3,0,0,1,20,1,0,0
user1598@upi,1469,16,0.749545564,44.01670622,14044.02107,1,7622.011577,1,0,0,0,1,2,1,0,0
user1599@upi,322,2,0.699534258,48.32539796,5227.357918,1,26398.43165,0,4,0,0,0,21,1,0,0
user1600@upi,126,19,0.306931073,0.16266294,18461.24899,1,29716.73582,0,2,0,1,1,17,0,1,1
user1601@upi,1699,19,0.057094338,59.65071712,2672.02911,0,28443.59628,1,3,1,1,1,20,0,0,1
user1602@upi,946,2,0.343051733,90.33707934,6434.472483,0,5836.252688,1,2,0,0,0,19,0,0,0
user1603@upi,1836,2,0.666935985,98.79223837,1190.266214,0,28503.6661,1,4,1,1,0,4,0,0,0
user1604@upi,584,16,0.102529198,105.5276392,14095.77561,1,8429.021199,1,0,0,1,1,8,0,0,1
user1605@upi,253,6,0.011917983,58.5262642,17836.12671,1,33189.07113,0,3,1,0,1,21,0,1,1
user1606@upi,546,13,0.139692373,75.67634286,12753.90309,0,21474.90599,0,3,0,1,1,22,0,0,1
user1607@upi,1635,16,0.715735926,9.542365596,18761.28501,0,42440.9415,1,2,0,1,0,23,1,1,1
user1608@upi,84,17,0.972793702,58.56458691,2657.229172,1,38915.50458,1,4,1,0,1,14,1,0,1
user1609@upi,1839,12,0.9830647,18.57789058,1845.905153,1,36221.85876,0,1,0,1,0,8,0,1,1
user1610@upi,395,19,0.493979149,44.35717411,16784.41335,0,35039.8476,0,3,1,0,0,13,1,0,0
user1611@upi,1936,19,0.869352301,39.51663754,17124.67239,1,28028.79709,0,0,1,0,0,20,0,0,1
user1612@upi,1243,17,0.736826456,50.82486927,16637.68659,0,3065.067671,1,3,1,0,0,23,1,0,0
user1613@upi,484,3,0.501040237,68.59639416,15999.40156,1,32777.92628,1,3,0,0,1,1,0,1,1
user1614@upi,427,0,0.572760533,108.3451976,7308.344442,0,23351.43966,1,1,0,0,1,17,0,1,1
user1615@upi,356,17,0.137227147,47.33815576,4427.495463,0,23483.04015,1,1,0,0,1,12,1,1,1
user1616@upi,1562,0,0.937661461,117.7357435,18583.2,1,18957.31955,0,4,1,0,1,20,0,1,1
user1617@upi,649,12,0.351929771,91.08336577,6209.303639,0,46454.25503,1,3,0,1,1,15,1,0,1
user1618@upi,948,19,0.446149256,61.37772561,8028.312875,1,12480.06883,1,3,0,0,0,5,0,0,0
user1619@upi,964,19,0.671660231,77.28317245,14021.22329,1,15836.55673,0,2,1,1,0,15,1,1,1
user1620@upi,885,9,0.333902472,12.26690054,5937.785992,1,48152.40873,1,2,1,1,1,3,0,0,1
user1621@upi,772,10,0.254259161,101.3425838,16400.69141,1,40509.58523,0,0,1,0,1,23,1,0,1
user1622@upi,1212,8,0.631049393,69.88289461,1493.68901,1,714.179744,1,0,1,1,1,9,0,0,1
user1623@upi,1215,8,0.024984082,118.3280976,15844.53508,0,45306.31892,0,2,0,0,1,18,1,1,1
user1624@upi,673,4,0.720725112,76.37144925,12076.84132,1,11340.09847,0,0,1,0,0,10,1,1,1
user1625@upi,34,0,0.51402337,100.09339,11502.57352,1,35299.56763,0,3,1,0,1,4,1,0,1
user1626@upi,1213,16,0.605753731,95.97152914,9221.703079,0,27658.12464,1,1,0,0,0,17,1,1,1
user1627@upi,719,1,0.631880159,41.45533818,5613.207366,1,26845.22606,1,3,0,0,0,2,0,1,1
user1628@upi,1534,12,0.527050156,31.15327503,9334.99868,0,35898.88696,1,2,1,0,1,7,1,1,1
user1629@upi,1889,8,0.582533777,51.65923001,9055.567389,1,10367.00178,1,4,0,1,0,10,0,1,1
user1630@upi,1194,3,0.683788201,56.06896133,11716.70836,0,7959.666287,1,4,0,1,1,20,0,0,1
user1631@upi,186,4,0.753118847,28.81016423,5703.328289,1,32599.11121,1,2,1,1,0,18,0,1,1
user1632@upi,294,10,0.727452391,107.3517448,1644.152081,1,14536.05565,0,3,0,1,0,20,0,1,1
user1633@upi,72,18,0.869616458,65.10574348,2987.279988,1,48697.77088,1,0,1,1,0,2,0,0,1
user1634@upi,1012,2,0.189443433,117.4133271,14013.63089,1,22581.07684,1,0,0,0,0,11,0,1,1
user1635@upi,671,11,0.401147969,97.20213337,547.5973597,1,5588.73503,0,4,0,1,0,14,0,0,0
user1636@upi,675,18,0.947796066,66.68458325,17143.21659,0,34293.90016,0,2,0,0,1,22,0,0,0
user1637@upi,165,18,0.396590574,113.6448334,13918.50682,0,15314.90303,1,2,0,0,0,23,1,1,1
user1638@upi,1915,12,0.124870077,60.58497781,15384.92217,1,7437.885507,0,1,1,0,1,15,1,0,1
user1639@upi,1502,6,0.525445126,106.4527815,16736.09054,0,21146.93991,1,4,1,0,1,4,0,0,0
user1640@upi,1082,14,0.109490973,42.97737374,2541.937834,1,48211.47168,0,2,0,0,0,18,1,1,1
user1641@upi,976,6,0.202853239,45.43708601,16466.77671,1,20577.41451,1,1,0,0,1,5,1,1,1
user1642@upi,858,7,0.998318757,50.17568196,10142.38451,1,17373.21495,0,0,0,0,0,11,0,1,1
user1643@upi,1117,4,0.541362638,65.59507751,17721.92439,0,22231.00301,0,4,1,1,1,18,1,0,1
user1644@upi,1394,13,0.284058389,66.41883242,17743.07336,1,615.6641229,1,4,0,0,1,8,1,0,0
user1645@upi,698,3,0.994774955,59.5678706,581.1430707,0,6663.745915,1,2,1,0,0,17,1,0,0
user1646@upi,157,9,0.966558919,36.72011683,7719.017788,1,42485.23416,0,2,0,1,1,2,0,0,1
user1647@upi,1663,19,0.440739041,111.2647758,10575.33604,1,48901.94026,0,3,1,1,1,22,0,0,1
user1648@upi,351,14,0.260403109,70.63033168,13599.36579,0,7905.494865,0,0,1,0,1,13,1,0,0
user1649@upi,485,17,0.838399638,48.92870594,5795.106309,1,26780.53574,0,0,0,1,0,23,0,1,1
user1650@upi,1096,19,0.715620717,78.14123529,5117.630987,0,48317.00836,1,1,1,0,1,20,0,0,1
user1651@upi,1734,12,0.686941435,92.15601094,7687.18781,1,7837.502995,0,1,0,0,1,4,1,0,0
user1652@upi,1393,7,0.893113741,115.2873706,10068.67997,1,9323.617779,0,3,1,0,0,4,1,1,1
user1653@upi,570,8,0.689417134,59.94589947,19027.81,1,46341.54953,1,0,1,0,1,3,1,0,1
user1654@upi,336,15,0.283797943,13.45182124,15265.95849,0,35287.32545,1,1,0,1,0,21,1,0,0
user1655@upi,1802,18,0.693863162,52.89189617,8643.491222,1,7606.814675,1,0,1,1,1,15,0,0,1
user1656@upi,1769,15,0.305813511,57.47646737,1181.886951,0,19680.69863,1,0,0,1,1,12,0,1,1
user1657@upi,1174,6,0.75923898,107.6392894,3453.559784,1,2822.934511,1,1,1,0,1,7,0,1,1
user1658@upi,999,13,0.619747854,47.37609222,9172.896044,1,21639.24998,1,2,0,0,0,23,0,1,1
user1659@upi,224,13,0.077411552,114.3989118,16295.13541,0,38897.29571,0,2,1,1,1,20,0,1,1
user1660@upi,444,3,0.512835362,58.21582893,7675.84116,1,27703.06301,0,1,1,1,0,15,0,0,1
user1661@upi,1924,14,0.343300969,116.8536601,10816.08335,1,32375.63167,0,3,0,0,0,1,0,0,0
user1662@upi,961,2,0.328570633,0.983798536,17846.91723,0,16347.73841,1,4,1,1,1,7,0,1,1
user1663@upi,732,4,0.602256302,107.857845,18284.54556,0,8078.181928,1,0,0,1,1,2,0,0,1
user1664@upi,1351,0,0.322324824,111.7344542,4393.922429,0,665.7026219,0,4,0,0,0,22,1,0,0
user1665@upi,41,2,0.776893748,115.3225123,967.5389437,1,41067.40409,0,1,1,1,1,8,0,0,1
user1666@upi,679,14,0.070791436,1.569184101,6177.669566,0,31836.36142,1,0,0,0,1,10,0,1,1
user1667@upi,294,7,0.660388252,20.60410039,13946.46607,0,11473.76885,1,4,0,1,1,20,0,0,1
user1668@upi,1338,3,0.809194804,78.45174037,19027.1328,1,20927.51366,0,2,0,1,1,23,1,1,1
user1669@upi,438,1,0.67283169,3.056723008,1632.9368,0,40074.149,0,3,0,0,0,19,1,0,1
user1670@upi,1510,9,0.497229195,7.633079541,666.8278299,0,26939.6223,0,4,0,0,1,0,0,0,0
user1671@upi,295,3,0.950307014,26.52946484,17694.52954,1,15014.99222,0,3,0,0,0,0,0,1,1
user1672@upi,1177,2,0.29993849,61.49277225,14988.09086,0,13366.55401,0,2,1,0,0,21,1,1,1
user1673@upi,1457,1,0.019167888,65.50830711,19845.74673,1,10888.52508,1,4,0,0,0,7,0,0,0
user1674@upi,1052,16,0.431989371,4.111334735,7996.178341,0,41188.25671,0,1,0,0,0,15,1,1,1
user1675@upi,27,19,0.033011936,20.44407009,8379.413012,0,29097.19893,0,0,1,1,0,9,0,1,1
user1676@upi,778,12,0.953936753,59.9646808,3529.005562,1,35460.76671,1,2,0,1,0,1,1,0,0
user1677@upi,599,4,0.209918046,71.27287451,2405.358337,0,43007.42087,0,3,0,0,0,15,1,1,1
user1678@upi,1404,8,0.788927024,17.80820358,11616.48841,1,49343.21651,1,3,0,0,1,3,0,1,1
user1679@upi,1208,5,0.774572083,47.86096943,7349.271526,0,12481.68449,1,2,1,0,1,18,1,1,1
user1680@upi,1019,4,0.2177289,108.5281724,1698.297314,0,9053.315348,0,1,1,1,0,8,1,1,1
user1681@upi,203,9,0.62122653,119.8679144,17751.04268,1,23105.29716,0,1,0,1,1,2,1,1,1
user1682@upi,511,7,0.048078968,118.4657346,4047.293718,1,1763.213261,1,3,0,1,1,10,0,1,1
user1683@upi,997,6,0.483574586,105.8009412,14996.82851,0,39587.9769,1,2,1,1,1,7,0,0,1
user1684@upi,1146,6,0.014647127,47.35921055,5716.349063,0,44189.16234,1,2,0,0,1,6,1,1,1
user1685@upi,123,5,0.92114388,82.38891505,16276.80613,0,34305.12454,0,0,1,1,0,0,1,1,1
user1686@upi,1255,19,0.976086024,49.99106733,2456.097144,1,13407.07128,0,3,0,1,1,7,0,0,1
user1687@upi,1711,2,0.222282767,77.82324322,15145.82504,1,6166.542145,0,1,0,1,0,23,0,1,1
user1688@upi,956,18,0.208106035,37.13189652,2052.565591,0,19113.38795,0,4,1,0,1,16,0,1,1
user1689@upi,840,14,0.753720177,72.74427043,8993.624178,0,41668.44767,0,1,0,1,1,10,1,0,1
user1690@upi,1677,3,0.253379399,62.85101959,14706.68658,0,17397.91191,1,1,1,0,0,6,0,0,0
user1691@upi,1930,11,0.895076559,2.937631898,3547.045786,1,1722.386136,0,4,1,1,0,8,0,1,1
user1692@upi,1297,5,0.573929136,94.88434845,5784.733278,0,13721.27601,0,3,0,1,0,13,0,1,1
user1693@upi,934,18,0.350777623,1.427739869,17308.86314,1,49497.38105,1,0,0,1,1,4,0,0,1
user1694@upi,64,3,0.832693746,35.17871307,17713.87449,1,33836.6711,0,1,1,0,1,17,1,1,1
user1695@upi,1904,14,0.4934067,0.710887854,994.2155038,0,45043.73295,0,1,1,1,1,23,1,1,1
user1696@upi,1676,8,0.911632914,45.1441696,3445.002649,1,38745.51472,0,3,0,1,0,22,0,0,0
user1697@upi,809,4,0.928014237,7.57926338,2437.691611,1,26989.87871,1,3,0,0,0,12,1,0,0
user1698@upi,787,12,0.165420152,109.621316,3675.892584,0,7442.956731,1,2,0,1,0,4,0,0,0
user1699@upi,1491,17,0.002323406,49.88151542,19406.73571,0,17438.73747,0,3,0,1,0,7,1,1,1
user1700@upi,1911,4,0.98393094,55.13949298,11077.93945,0,29191.17386,0,3,1,1,0,14,0,0,0
user1701@upi,171,15,0.906137536,41.98202833,9415.43657,0,43532.91111,0,1,1,1,1,21,0,1,1
user1702@upi,1413,18,0.055445236,75.3007385,19690.90072,0,13441.06554,1,0,0,1,0,3,1,0,0
user1703@upi,96,13,0.833034264,94.12897399,11183.42698,0,6070.131198,1,1,1,0,0,0,0,0,0
user1704@upi,64,15,0.457804933,77.77760917,13256.24675,0,27946.02755,0,3,0,1,1,5,0,1,1
user1705@upi,1509,14,0.258961605,89.78485421,6722.133866,1,8833.296114,0,2,1,1,0,23,1,0,1
user1706@upi,1833,3,0.878746524,108.7168396,7704.085804,0,30521.98485,0,0,1,0,0,18,0,1,1
user1707@upi,1211,6,0.196667232,103.6255838,11928.74674,0,13183.43691,0,2,0,0,0,11,1,1,1
user1708@upi,1424,15,0.947299999,80.88701433,1488.737102,0,11555.84058,1,4,0,1,0,6,0,1,1
user1709@upi,1382,7,0.205621488,25.75655555,5192.069432,0,19965.04644,1,2,0,1,1,12,0,1,1
user1710@upi,1041,16,0.613683188,76.52434213,4016.553814,0,29663.65596,0,2,0,1,0,6,1,1,1
user1711@upi,842,15,0.223086335,60.72997149,416.2785235,0,27270.43047,1,3,1,0,1,8,1,0,0
user1712@upi,322,9,0.545668665,86.06630772,10784.33528,1,12244.27652,1,3,1,1,0,0,0,0,1
user1713@upi,768,9,0.68397513,99.95179781,11264.95151,0,44556.92256,0,3,0,0,1,20,0,1,1
user1714@upi,1868,1,0.190227931,89.12657966,7740.390538,1,5502.999667,0,3,1,0,1,23,1,1,1
user1715@upi,452,8,0.520885783,101.5873404,5447.676642,0,1982.983478,0,3,1,0,0,12,1,1,1
user1716@upi,1800,16,0.469059744,7.663964801,13075.99153,1,30139.28641,0,2,0,1,1,18,0,1,1
user1717@upi,337,10,0.071037421,3.794404588,2779.717312,1,6179.124332,1,4,0,1,1,20,0,0,1
user1718@upi,1087,9,0.818307818,31.02006812,10420.43913,1,25249.49181,0,3,0,1,1,0,0,0,1
user1719@upi,770,16,0.335682401,108.0799301,15384.67232,0,47589.14649,0,4,1,0,0,19,1,0,1
user1720@upi,1272,3,0.574582198,98.83911012,3369.529881,0,34932.02777,0,4,0,1,1,20,0,0,1
user1721@upi,1262,15,0.514784235,81.92727574,15089.86482,0,30876.65445,0,1,0,1,1,18,1,0,1
user1722@upi,588,19,0.513260505,84.09104009,15239.81073,0,28744.51319,1,1,1,0,1,17,0,0,0
user1723@upi,1084,14,0.107222394,87.20045631,1292.5403,0,8985.167217,0,0,1,0,0,22,1,1,1
user1724@upi,1642,4,0.423482009,113.1123241,473.8080891,0,21638.06475,0,1,1,0,0,4,0,0,0
user1725@upi,1637,5,0.452366759,99.86293828,19481.31458,1,17132.75013,1,3,1,0,1,2,1,0,1
user1726@upi,1016,16,0.73364284,74.80684644,3948.314924,1,47654.18537,0,4,0,0,1,1,1,1,1
user1727@upi,1297,0,0.840018832,79.88585223,16460.57026,1,12123.58837,0,0,1,1,0,21,0,1,1
user1728@upi,1451,18,0.544982278,25.64883145,11280.828,0,23581.10341,0,1,0,0,1,9,1,1,1
user1729@upi,1836,3,0.086782954,78.87825902,5362.995935,0,46904.58737,1,2,0,1,0,5,1,1,1
user1730@upi,105,16,0.236849471,50.96148149,2686.411689,1,39461.14082,0,0,1,0,1,18,1,1,1
user1731@upi,1121,8,0.164934027,18.35542447,9983.877744,0,48226.11681,0,3,0,1,1,16,0,0,1
user1732@upi,1111,1,0.124615063,96.76833831,8206.360751,0,30420.42945,0,4,0,1,0,18,0,1,1
user1733@upi,1321,7,0.365899299,61.22965198,14007.83309,0,16696.00487,1,3,1,0,0,12,0,1,1
user1734@upi,1153,14,0.229393502,117.291005,18092.95414,1,41334.22228,0,3,1,0,1,16,0,1,1
user1735@upi,823,6,0.218303112,33.80152254,16124.43693,1,14579.89901,0,2,1,1,0,22,1,0,1
user1736@upi,500,5,0.054693175,57.68041348,5561.595799,0,8246.992368,0,2,0,0,1,17,1,1,1
user1737@upi,1945,0,0.017670045,53.75945456,17590.77105,1,35317.37781,1,4,0,0,1,10,0,1,1
user1738@upi,461,14,0.102768243,14.49354269,16684.48715,1,31951.39362,1,1,1,0,0,19,1,0,1
user1739@upi,1533,6,0.172197479,51.13383346,18589.81105,0,43948.65564,0,3,1,0,1,19,1,1,1
user1740@upi,174,16,0.430983729,34.50641477,9227.350339,0,48096.61864,0,1,1,0,1,12,0,0,1
user1741@upi,191,1,0.510520261,19.23845656,15394.64593,1,42861.30739,1,4,1,0,0,23,0,0,1
user1742@upi,478,8,0.140591918,33.85867008,11873.9955,1,3010.489661,0,3,1,0,1,10,1,1,1
user1743@upi,919,8,0.424783342,27.99020295,6279.004776,0,33229.02651,1,1,1,0,1,19,0,0,0
user1744@upi,744,12,0.341748842,88.08882372,19889.17695,0,39238.77332,1,3,1,1,1,18,1,1,1
user1745@upi,832,5,0.183423643,3.693021391,862.3185901,0,49096.61693,1,2,0,1,1,9,1,1,1
user1746@upi,953,5,0.006840748,74.09552975,3329.224194,1,18739.31836,0,2,1,0,0,2,0,1,1
user1747@upi,16,19,0.467017867,91.27936104,17861.59301,1,8502.380548,1,0,1,0,1,20,0,0,1
user1748@upi,339,19,0.685651749,57.68681478,1305.200584,0,42648.12376,1,4,1,1,1,5,1,0,1
user1749@upi,784,2,0.226277334,111.7877976,17747.73128,0,15880.16251,0,1,1,0,1,6,0,0,0
user1750@upi,1706,16,0.13180683,84.94568343,14332.90737,0,29914.11277,0,3,0,0,1,20,1,0,0
user1751@upi,160,16,0.887042744,89.75083816,830.0117074,0,19500.83926,0,0,1,0,0,22,1,0,0
user1752@upi,1118,11,0.275024772,23.63201849,8643.468853,1,20122.28958,1,4,0,0,0,19,0,1,1
user1753@upi,156,15,0.22361262,93.2754691,15113.98235,0,36625.89931,1,4,0,1,0,4,0,1,1
user1754@upi,1657,14,0.85709694,99.85136833,11703.69566,0,18080.14152,0,4,0,0,1,21,0,1,1
user1755@upi,1414,12,0.817107099,43.35196661,18723.83871,1,34656.8249,1,1,1,1,1,8,0,0,1
user1756@upi,924,0,0.448346471,25.60356816,17366.11625,0,726.2794881,0,2,1,0,0,21,1,0,0
user1757@upi,1581,16,0.489238861,46.2060815,6719.687943,1,16239.12303,0,0,0,1,0,9,0,0,0
user1758@upi,1318,2,0.217748705,88.75295628,1784.081191,1,15959.01113,0,1,0,1,1,13,0,1,1
user1759@upi,709,14,0.07830167,50.1166807,18890.71509,1,37444.27594,0,3,1,1,0,10,0,1,1
user1760@upi,91,3,0.573431825,88.39822503,10394.00668,0,15734.71023,0,1,0,0,1,16,1,0,0
user1761@upi,523,3,0.098344922,13.62774492,1580.512725,1,31670.02335,1,3,0,0,1,10,0,1,1
user1762@upi,1930,17,0.449274547,96.72140526,16349.85471,0,34429.33486,1,3,1,0,1,6,0,0,0
user1763@upi,824,16,0.940497199,30.3848978,17383.27877,1,32924.69295,0,4,1,1,1,10,0,1,1
